customer_id,scenario,arrival_time,start_service_time,departure_time,wait_time,service_time,system_time,state,patience_time,num_kiosks,mean_interarrival_time,mean_service_time,duration,seed
1,Tanpa Intervensi,0.0,0.0,4.11725707028067,0.0,4.11725707028067,4.11725707028067,selesai,12.0,2,3.0,4.0,480,2026
2,Tanpa Intervensi,0.4464510408211209,0.4464510408211209,5.9422682124258275,0.0,5.495817171604706,5.495817171604706,selesai,12.0,2,3.0,4.0,480,2026
3,Tanpa Intervensi,1.7330491388343807,4.11725707028067,7.7212143633822325,2.384207931446289,3.603957293101563,5.988165224547852,selesai,12.0,2,3.0,4.0,480,2026
4,Tanpa Intervensi,4.666333576241503,5.9422682124258275,10.12516159164344,1.2759346361843242,4.182893379217614,5.458828015401938,selesai,12.0,2,3.0,4.0,480,2026
5,Tanpa Intervensi,8.520792431668863,8.520792431668863,12.184835297118637,0.0,3.6640428654497748,3.6640428654497748,selesai,12.0,2,3.0,4.0,480,2026
6,Tanpa Intervensi,11.255875666869212,11.255875666869212,15.665196460569764,0.0,4.4093207937005525,4.4093207937005525,selesai,12.0,2,3.0,4.0,480,2026
7,Tanpa Intervensi,16.322690832625558,16.322690832625558,20.117655954746613,0.0,3.794965122121055,3.794965122121055,selesai,12.0,2,3.0,4.0,480,2026
8,Tanpa Intervensi,20.44045515162503,20.44045515162503,23.76568820366336,0.0,3.3252330520383278,3.3252330520383278,selesai,12.0,2,3.0,4.0,480,2026
9,Tanpa Intervensi,20.9420022742115,20.9420022742115,25.388467308468904,0.0,4.446465034257402,4.446465034257402,selesai,12.0,2,3.0,4.0,480,2026
10,Tanpa Intervensi,21.77455946514482,23.76568820366336,27.20655935575325,1.9911287385185403,3.44087115208989,5.431999890608431,selesai,12.0,2,3.0,4.0,480,2026
11,Tanpa Intervensi,22.863919340822825,25.388467308468904,29.957035100882795,2.524547967646079,4.568567792413891,7.09311576005997,selesai,12.0,2,3.0,4.0,480,2026
12,Tanpa Intervensi,26.017525478557356,27.20655935575325,30.941982704554437,1.189033877195893,3.735423348801187,4.92445722599708,selesai,12.0,2,3.0,4.0,480,2026
13,Tanpa Intervensi,28.66153983082794,29.957035100882795,36.07480073470331,1.2954952700548539,6.117765633820515,7.4132609038753685,selesai,12.0,2,3.0,4.0,480,2026
14,Tanpa Intervensi,32.51808521539556,32.51808521539556,37.94893741505374,0.0,5.430852199658184,5.430852199658184,selesai,12.0,2,3.0,4.0,480,2026
15,Tanpa Intervensi,34.94629560439739,36.07480073470331,40.125091882198326,1.1285051303059177,4.050291147495016,5.1787962778009335,selesai,12.0,2,3.0,4.0,480,2026
16,Tanpa Intervensi,36.14490667485637,37.94893741505374,43.38420583824843,1.8040307401973692,5.435268423194685,7.2392991633920545,selesai,12.0,2,3.0,4.0,480,2026
17,Tanpa Intervensi,39.1198153392343,40.125091882198326,45.27754820722326,1.005276542964026,5.152456325024938,6.1577328679889645,selesai,12.0,2,3.0,4.0,480,2026
18,Tanpa Intervensi,40.19173925057726,43.38420583824843,47.98478921961982,3.19246658767117,4.600583381371394,7.793049969042564,selesai,12.0,2,3.0,4.0,480,2026
19,Tanpa Intervensi,48.194925551748426,48.194925551748426,51.652951991962354,0.0,3.458026440213929,3.458026440213929,selesai,12.0,2,3.0,4.0,480,2026
21,Tanpa Intervensi,55.63247631284433,55.63247631284433,58.94611731627385,0.0,3.3136410034295136,3.3136410034295136,selesai,12.0,2,3.0,4.0,480,2026
20,Tanpa Intervensi,55.28769237817814,55.28769237817814,60.11468633264783,0.0,4.826993954469685,4.826993954469685,selesai,12.0,2,3.0,4.0,480,2026
22,Tanpa Intervensi,56.59721330840009,58.94611731627385,64.50903991591747,2.348904007873756,5.562922599643624,7.91182660751738,selesai,12.0,2,3.0,4.0,480,2026
23,Tanpa Intervensi,59.24537576252631,60.11468633264783,64.75590207439842,0.8693105701215202,4.641215741750591,5.510526311872111,selesai,12.0,2,3.0,4.0,480,2026
24,Tanpa Intervensi,64.1183880100663,64.50903991591747,67.67064116598137,0.39065190585117193,3.161601250063892,3.552253155915064,selesai,12.0,2,3.0,4.0,480,2026
26,Tanpa Intervensi,67.69868050201254,67.69868050201254,72.46617542708903,0.0,4.767494925076496,4.767494925076496,selesai,12.0,2,3.0,4.0,480,2026
25,Tanpa Intervensi,65.34489925078046,65.34489925078046,73.86792484508696,0.0,8.523025594306503,8.523025594306503,selesai,12.0,2,3.0,4.0,480,2026
27,Tanpa Intervensi,72.3524628583193,72.46617542708903,77.43739783938861,0.1137125687697278,4.971222412299577,5.0849349810693045,selesai,12.0,2,3.0,4.0,480,2026
28,Tanpa Intervensi,81.59467447263104,81.59467447263104,85.45067943501364,0.0,3.856004962382594,3.856004962382594,selesai,12.0,2,3.0,4.0,480,2026
29,Tanpa Intervensi,82.51000700289836,82.51000700289836,86.67203248386912,0.0,4.162025480970757,4.162025480970757,selesai,12.0,2,3.0,4.0,480,2026
30,Tanpa Intervensi,91.51258266808655,91.51258266808655,94.88674922137176,0.0,3.3741665532852134,3.3741665532852134,selesai,12.0,2,3.0,4.0,480,2026
31,Tanpa Intervensi,92.70633838822428,92.70633838822428,95.74973752941206,0.0,3.0433991411877734,3.0433991411877734,selesai,12.0,2,3.0,4.0,480,2026
32,Tanpa Intervensi,104.35472892046002,104.35472892046002,107.4405286098998,0.0,3.085799689439776,3.085799689439776,selesai,12.0,2,3.0,4.0,480,2026
33,Tanpa Intervensi,114.72582845801449,114.72582845801449,118.06831956385503,0.0,3.3424911058405393,3.3424911058405393,selesai,12.0,2,3.0,4.0,480,2026
34,Tanpa Intervensi,116.8546757785553,116.8546757785553,119.71467361858646,0.0,2.859997840031149,2.859997840031149,selesai,12.0,2,3.0,4.0,480,2026
